regime,starting_bcr,min_bcr_mechanical
mtgox_2014,2.8,0.000000
mtgox_2014,2.9,0.000000
mtgox_2014,3,0.000000
mtgox_2014,3.1,0.000000
mtgox_2014,3.2,0.000000
mtgox_2014,3.3,0.000000
mtgox_2014,3.4,0.000000
mtgox_2014,3.5,0.000000
mtgox_2014,3.6,0.000000
mtgox_2014,3.7,0.000000
mtgox_2014,3.8,0.000000
mtgox_2014,3.9,0.000000
mtgox_2014,4,0.000000
mtgox_2014,5,0.000000
mtgox_2014,6,0.000000
mtgox_2014,6.1,0.000000
mtgox_2014,6.2,0.000000
mtgox_2014,6.3,0.000000
mtgox_2014,6.4,0.000000
mtgox_2014,6.5,0.000000
mtgox_2014,6.6,0.000000
mtgox_2014,6.7,0.000000
mtgox_2014,6.8,0.000000
mtgox_2014,6.9,0.000000
mtgox_2014,7,0.000000
mtgox_2014,7.1,0.000000
mtgox_2014,7.2,0.000000
mtgox_2014,7.3,0.000000
mtgox_2014,7.4,0.000000
mtgox_2014,7.5,0.000000
mtgox_2014,7.6,0.000000
mtgox_2014,7.7,0.000000
mtgox_2014,7.8,0.000000
mtgox_2014,7.9,0.000000
mtgox_2014,8,0.000000
mtgox_2014,8.1,0.000000
mtgox_2014,8.2,0.000000
mtgox_2014,8.3,0.000000
mtgox_2014,8.4,0.000000
mtgox_2014,8.5,0.000000
mtgox_2014,8.6,0.000000
mtgox_2014,8.7,0.000000
mtgox_2014,8.8,0.000000
mtgox_2014,8.9,0.000000
mtgox_2014,9,0.000000
mtgox_2014,9.1,0.000000
mtgox_2014,9.2,0.000000
mtgox_2014,9.3,0.000000
mtgox_2014,9.4,0.000000
mtgox_2014,9.5,0.081424
mtgox_2014,9.6,0.334995
mtgox_2014,9.7,0.429545
mtgox_2014,9.8,0.524095
mtgox_2014,9.9,0.609338
mtgox_2014,10,0.691411
mtgox_2014,10.1,0.770014
mtgox_2014,10.2,0.838796
mtgox_2014,10.3,0.866733
mtgox_2014,10.4,0.887599
mtgox_2014,10.5,0.908465
mtgox_2014,10.6,0.929330
mtgox_2014,10.7,0.950196
mtgox_2014,10.8,0.971062
mtgox_2014,10.9,0.991928
mtgox_2014,11,1.012793
mtgox_2014,11.1,1.033659
mtgox_2014,11.2,1.054525
mtgox_2014,11.3,1.075390
mtgox_2014,11.4,1.096256
mtgox_2014,11.5,1.117122
mtgox_2014,11.6,1.137988
mtgox_2014,11.7,1.158853
mtgox_2014,11.8,1.179719
mtgox_2014,11.9,1.200585
mtgox_2014,12,1.221450
mtgox_2014,12.5,1.325779
mtgox_2014,13,1.419803
mtgox_2014,13.1,1.438330
mtgox_2014,13.2,1.456856
mtgox_2014,13.3,1.475383
mtgox_2014,13.4,1.493909
mtgox_2014,13.5,1.512436
mtgox_2014,13.6,1.530962
mtgox_2014,13.7,1.549489
mtgox_2014,13.8,1.568015
mtgox_2014,13.9,1.586542
mtgox_2014,14,1.605068
mtgox_2014,14.1,1.623595
mtgox_2014,14.2,1.642121
mtgox_2014,14.3,1.660648
mtgox_2014,14.4,1.679174
mtgox_2014,14.5,1.697701
mtgox_2014,14.6,1.716227
mtgox_2014,14.7,1.734754
mtgox_2014,14.8,1.753280
mtgox_2014,14.9,1.771807
mtgox_2014,15,1.790333
mtgox_2014,15.1,1.808860
mtgox_2014,15.2,1.827386
mtgox_2014,15.3,1.845913
mtgox_2014,15.4,1.864439
mtgox_2014,15.5,1.882966
mtgox_2014,15.6,1.901492
mtgox_2014,15.7,1.920019
mtgox_2014,15.8,1.938545
mtgox_2014,15.9,1.957072
mtgox_2014,16,1.975598
mtgox_2014,16.1,1.994125
mtgox_2014,16.2,2.012651
mtgox_2014,16.3,2.031178
mtgox_2014,16.4,2.049704
mtgox_2014,16.5,2.068231
mtgox_2014,16.6,2.086757
mtgox_2014,16.7,2.105284
mtgox_2014,16.8,2.123810
mtgox_2014,16.9,2.142337
mtgox_2014,17,2.160863
mtgox_2014,17.1,2.179390
mtgox_2014,17.2,2.197916
mtgox_2014,17.3,2.216443
mtgox_2014,17.4,2.234927
mtgox_2014,17.5,2.250069
mtgox_2014,17.6,2.265211
mtgox_2014,17.7,2.280354
mtgox_2014,17.8,2.295496
mtgox_2014,17.9,2.310638
mtgox_2014,18,2.325780
mtgox_2014,18.1,2.340923
mtgox_2014,18.2,2.356065
mtgox_2014,18.3,2.371207
mtgox_2014,18.4,2.386349
mtgox_2014,18.5,2.401491
mtgox_2014,18.6,2.416634
mtgox_2014,18.7,2.431776
mtgox_2014,18.8,2.446918
mtgox_2014,18.9,2.462060
mtgox_2014,19,2.477203
mtgox_2014,19.1,2.492345
mtgox_2014,19.2,2.507487
mtgox_2014,19.3,2.522629
mtgox_2014,19.4,2.537772
mtgox_2014,19.5,2.552914
mtgox_2014,19.6,2.568056
mtgox_2014,19.7,2.583198
mtgox_2014,19.8,2.598340
mtgox_2014,19.9,2.613483
mtgox_2014,20,2.628625
mtgox_2014,21,2.780047
mtgox_2014,22,2.931469
mtgox_2014,23,3.082892
mtgox_2014,24,3.234314
mtgox_2014,25,3.385736
mtgox_2014,26,3.537158
mtgox_2014,27,3.688581
mtgox_2014,28,3.840003
mtgox_2014,29,3.991425
mtgox_2014,30,4.142847
mtgox_2014,31,4.294270
mtgox_2014,32,4.445692
mtgox_2014,33,4.597114
mtgox_2014,34,4.748537
mtgox_2014,35,4.899959
mtgox_2014,36,5.051381
mtgox_2014,37,5.202803
mtgox_2014,38,5.354226
mtgox_2014,39,5.505648
mtgox_2014,40,5.657070
mtgox_2014,41,5.808492
mtgox_2014,42,5.959915
mtgox_2014,43,6.111337
mtgox_2014,44,6.262759
mtgox_2014,45,6.414181
mtgox_2014,46,6.565604
mtgox_2014,47,6.717026
mtgox_2014,48,6.868448
mtgox_2014,49,7.019870
mtgox_2014,50,7.171293
mtgox_2014,51,7.322715
mtgox_2014,52,7.474137
mtgox_2014,53,7.625559
mtgox_2014,54,7.776982
mtgox_2014,55,7.928404
mtgox_2014,56,8.079826
mtgox_2014,57,8.231249
mtgox_2014,58,8.382671
mtgox_2014,59,8.534093
mtgox_2014,60,8.685515
mtgox_2014,61,8.836938
mtgox_2014,62,8.988360
mtgox_2014,63,9.139782
mtgox_2014,64,9.291204
mtgox_2014,65,9.442627
mtgox_2014,66,9.594049
mtgox_2014,67,9.745471
mtgox_2014,68,9.896893
mtgox_2014,69,10.048316
mtgox_2014,70,10.199738
mtgox_2014,71,10.351160
mtgox_2014,72,10.502582
mtgox_2014,73,10.654005
mtgox_2014,74,10.805427
mtgox_2014,75,10.956849
mtgox_2014,76,11.108272
mtgox_2014,77,11.259694
mtgox_2014,78,11.411116
mtgox_2014,79,11.562538
mtgox_2014,80,11.713961
mtgox_2014,81,11.865383
mtgox_2014,82,12.016805
mtgox_2014,83,12.168227
mtgox_2014,84,12.319650
mtgox_2014,85,12.471072
mtgox_2014,86,12.622494
mtgox_2014,87,12.773916
mtgox_2014,88,12.925339
mtgox_2014,89,13.076761
mtgox_2014,90,13.228183
mtgox_2014,91,13.379605
mtgox_2014,92,13.531028
mtgox_2014,93,13.682450
mtgox_2014,94,13.833872
mtgox_2014,95,13.985294
mtgox_2014,96,14.136717
mtgox_2014,97,14.288139
mtgox_2014,98,14.439561
mtgox_2014,99,14.590984
mtgox_2014,100,14.742406
